Trainer Name / Item Name,Location,Type,Location_Type,Script_or_Flag,PostScript (Leave blank if you don't know what this is),Hidden,Requirements,Requirements 2,Requirements 3,Requirements Alternative,Requirements Alternative 2,,,,
TRAINER_Shane,Route 114,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Steve_1,Route 114,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Bernie_1,Route 114,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Lucas_1,Route 114,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Angelina,Route 114,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Lenny,Route 114,Trainer,Trainer,,,FALSE,,,,,,,,,
ITEM_SUPER_POTION,Route 115,Normal Item,Item Ball,FLAG_ITEM_ROUTE_115_SUPER_POTION,,FALSE,,,,,,,,,
ITEM_HEART_SCALE,Route 115,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_115_HEART_SCALE,,TRUE,,,,,,,,,
ITEM_GREAT_BALL,Route 115,Normal Item,Item Ball,FLAG_ITEM_ROUTE_115_GREAT_BALL,,FALSE,,,,,,,,,
ITEM_PP_UP,Route 115,Normal Item,Item Ball,FLAG_ITEM_ROUTE_115_PP_UP,,FALSE,,,,,,,,,
ITEM_TM_FOCUS_PUNCH,Route 115,TM,Item Ball,FLAG_ITEM_ROUTE_115_TM_FOCUS_PUNCH,,FALSE,,,,,,,,,
ITEM_HEAL_POWDER,Route 115,Normal Item,Item Ball,FLAG_ITEM_ROUTE_115_HEAL_POWDER,,FALSE,,,,,,,,,
ITEM_IRON,Route 115,Normal Item,Item Ball,FLAG_ITEM_ROUTE_115_IRON,,FALSE,,,,,,,,,
TRAINER_Nob_1,Route 115,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Hector,Route 115,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Marlene,Route 115,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Cyndy_1,Route 115,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Jaiden,Route 115,Trainer,Trainer,,,FALSE,ITEM_HM03,,,,,,,,
TRAINER_Timothy_1,Route 115,Trainer,Trainer,,,FALSE,ITEM_HM03,,,,,,,,
TRAINER_Kyra,Route 115,Trainer,Trainer,,,FALSE,ITEM_HM03,,,,,,,,
TRAINER_Koichi,Route 115,Trainer,Trainer,,,FALSE,ITEM_HM03,,,,,,,,
TRAINER_Helene,Route 115,Trainer,Trainer,,,FALSE,ITEM_HM03,,,,,,,,
TRAINER_Alix,Route 115,Trainer,Trainer,,,FALSE,ITEM_HM03,,,,,,,,
ITEM_REPEL,Route 116,Normal Item,Item Ball,FLAG_ITEM_ROUTE_116_REPEL,,FALSE,,,,,,,,,
ITEM_X_SP_ATK,Route 116,Normal Item,Item Ball,FLAG_ITEM_ROUTE_116_X_SPECIAL,,FALSE,,,,,,,,,
ITEM_SUPER_POTION,Route 116,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_116_SUPER_POTION,,FALSE,,,,,,,,,
ITEM_ETHER,Route 116,Normal Item,Item Ball,FLAG_ITEM_ROUTE_116_ETHER,,FALSE,,,,,,,,,
ITEM_POTION,Route 116,Normal Item,Item Ball,FLAG_ITEM_ROUTE_116_POTION,,FALSE,,,,,,,,,
ITEM_REPEAT_BALL,Route 116,Normal Item,NPC,,,FALSE,,,,,,,,,
ITEM_BLACK_GLASSES,Route 116,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_116_BLACK_GLASSES,,FALSE,,,,,,,,,
ITEM_HP_UP,Route 116,Normal Item,Item Ball,FLAG_ITEM_ROUTE_116_HP_UP,,FALSE,,,,,,,,,
TRAINER_Jose,Route 116,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Joey,Route 116,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Karen_1,Route 116,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Clark,Route 116,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Johnson,Route 116,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Devan,Route 116,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Sarah,Route 116,Trainer,Trainer,,,FALSE,ITEM_HM01,,,,,,,,
TRAINER_Dawson,Route 116,Trainer,Trainer,,,FALSE,ITEM_HM01,,,,,,,,
TRAINER_Jerry_1,Route 116,Trainer,Trainer,,,FALSE,ITEM_HM01,,,,,,,,
TRAINER_Janice,Route 116,Trainer,Trainer,,,FALSE,ITEM_HM01,,,,,,,,
ITEM_REVIVE,Route 117,Normal Item,Item Ball,FLAG_ITEM_ROUTE_117_REVIVE,,FALSE,ITEM_HM01,,,,,,,,
ITEM_GREAT_BALL,Route 117,Normal Item,Item Ball,FLAG_ITEM_ROUTE_117_GREAT_BALL,,FALSE,,,,,,,,,
ITEM_REPEL,Route 117,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_117_REPEL,,TRUE,,,,,,,,,
TRAINER_Dylan_1,Route 117,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Anna_And_Meg_1,Route 117,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Isaac_1,Route 117,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Maria_1,Route 117,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Derek,Route 117,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Brandi,Route 117,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Melina,Route 117,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Aisha,Route 117,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Lydia_1,Route 117,Trainer,Trainer,,,FALSE,,,,,,,,,
ITEM_HEART_SCALE,Route 118,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_118_HEART_SCALE,,TRUE,,,,,,,,,
ITEM_IRON,Route 118,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_118_IRON,,TRUE,,,,,,,,,
ITEM_GOOD_ROD,Route 118,Normal Item,NPC,,,FALSE,,,,,,,,,
ITEM_HYPER_POTION,Route 118,Normal Item,Item Ball,FLAG_ITEM_ROUTE_118_HYPER_POTION,,FALSE,,,,,,,,,
TRAINER_Rose_1,Route 118,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Deandre,Route 118,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Wade,Route 118,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Dalton_1,Route 118,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Gabby_And_Ty_2,Route 118,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Barny,Route 118,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Chester,Route 118,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Perry,Route 118,Trainer,Trainer,,,FALSE,,,,,,,,,
ITEM_ELIXIR,Route 119,Normal Item,Item Ball,FLAG_ITEM_ROUTE_119_ELIXIR_1,,FALSE,,,,,,,,,
ITEM_ELIXIR,Route 119,Normal Item,Item Ball,FLAG_ITEM_ROUTE_119_ELIXIR_2,,FALSE,,,,,,,,,
ITEM_FULL_HEAL,Route 119,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_119_FULL_HEAL,,TRUE,,,,,,,,,
ITEM_MAX_ETHER,Route 119,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_119_MAX_ETHER,,TRUE,ITEM_HM03,,,,,,,,
ITEM_ULTRA_BALL,Route 119,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_119_ULTRA_BALL,,TRUE,,,,,,,,,
ITEM_LEAF_STONE,Route 119,Normal Item,Item Ball,FLAG_ITEM_ROUTE_119_LEAF_STONE,,FALSE,ITEM_HM03,,,,,,,,
ITEM_HM02,Route 119,HM,NPC,,,FALSE,,,,,,,,,
ITEM_SUPER_REPEL,Route 119,Normal Item,Item Ball,FLAG_ITEM_ROUTE_119_SUPER_REPEL,,FALSE,,,,,,,,,
ITEM_HYPER_POTION,Route 119,Normal Item,Item Ball,FLAG_ITEM_ROUTE_119_HYPER_POTION_1,,FALSE,,,,,,,,,
ITEM_HYPER_POTION,Route 119,Normal Item,Item Ball,FLAG_ITEM_ROUTE_119_HYPER_POTION_2,,FALSE,,,,,,,,,
ITEM_ZINC,Route 119,Normal Item,Item Ball,FLAG_ITEM_ROUTE_119_ZINC,,FALSE,,,,,,,,,
ITEM_CALCIUM,Route 119,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_119_CALCIUM,,TRUE,ITEM_ACRO_BIKE,,,,,,,,
ITEM_RARE_CANDY,Route 119,Normal Item,Item Ball,FLAG_ITEM_ROUTE_119_RARE_CANDY,,FALSE,,,,,,,,,
ITEM_NUGGET,Route 119,Normal Item,Item Ball,FLAG_ITEM_ROUTE_119_NUGGET,,FALSE,ITEM_ACRO_BIKE,ITEM_HM03,ITEM_HM07,,,,,,
TRAINER_Kent,Route 119,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Donald,Route 119,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Greg,Route 119,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Taylor,Route 119,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Doug,Route 119,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Brent,Route 119,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Chris,Route 119,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Catherine_1,Route 119,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Jackson_1,Route 119,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Rachel,Route 119,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Phil,Route 119,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Takashi,Route 119,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Dayton,Route 119,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Hugh,Route 119,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Fabian,Route 119,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Yasu,Route 119,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Hideo,Route 119,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_May_Route_119_Mudkip,Route 119,Trainer,Trainer,,,FALSE,,,,,,,,,
"SPECIES_CASTFORM, 25",Weather Institute,Pokemon,NPC,,,FALSE,,,,,,,,,
TRAINER_Grunt_Weather_Inst_1,Weather Institute,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Grunt_Weather_Inst_2,Weather Institute,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Grunt_Weather_Inst_3,Weather Institute,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Grunt_Weather_Inst_4,Weather Institute,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Grunt_Weather_Inst_5,Weather Institute,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Shelly_Weather_Institute,Weather Institute,Trainer,Trainer,,,FALSE,,,,,,,,,
ITEM_RARE_CANDY,Route 120,Normal Item,Item Ball,,,TRUE,,,,,,,,,
ITEM_RARE_CANDY,Route 120,Normal Item,Item Ball,,,TRUE,,,,,,,,,
ITEM_DEVON_SCOPE,Route 120,Normal Item,NPC,,,FALSE,,,,,,,,,
ITEM_NEST_BALL,Route 120,Normal Item,Item Ball,FLAG_ITEM_ROUTE_120_NEST_BALL,,FALSE,ITEM_DEVON_SCOPE,,,,,,,,
ITEM_REVIVE,Route 120,Normal Item,Item Ball,FLAG_ITEM_ROUTE_120_REVIVE,,FALSE,,,,,,,,,
ITEM_ZINC,Route 120,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_120_ZINC,,TRUE,,,,,,,,,
ITEM_NUGGET,Route 120,Normal Item,Item Ball,FLAG_ITEM_ROUTE_120_NUGGET,,FALSE,,,,,,,,,
ITEM_FULL_HEAL,Route 120,Normal Item,Item Ball,FLAG_ITEM_ROUTE_120_FULL_HEAL,,FALSE,,,,,,,,,
ITEM_HYPER_POTION,Route 120,Normal Item,Item Ball,FLAG_ITEM_ROUTE_120_HYPER_POTION,,FALSE,,,,,,,,,
TRAINER_Clarissa,Route 120,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Gabby_And_Ty_3,Route 120,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Robert_1,Route 120,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Colin,Route 120,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Leonel,Route 120,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Angelica,Route 120,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Riley,Route 120,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Callie,Route 120,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Jennifer,Route 120,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Jenna,Route 120,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Lorenzo,Route 120,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Jeffrey_1,Route 120,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Keigo,Route 120,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Chip,Route 120,Trainer,Trainer,,,FALSE,,,,,,,,,
ITEM_HP_UP,Route 121,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_121_HP_UP,,TRUE,,,,,,,,,
ITEM_ZINC,Route 121,Normal Item,Item Ball,FLAG_ITEM_ROUTE_121_ZINC,,FALSE,ITEM_HM01,,,,,,,,
ITEM_REVIVE,Route 121,Normal Item,Item Ball,FLAG_ITEM_ROUTE_121_REVIVE,,FALSE,,,,,,,,,
ITEM_CARBOS,Route 121,Normal Item,Item Ball,FLAG_ITEM_ROUTE_121_CARBOS,,FALSE,,,,,,,,,
ITEM_NUGGET,Route 121,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_121_NUGGET,,TRUE,ITEM_HM01,,,,,,,,
ITEM_FULL_HEAL,Route 121,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_121_FULL_HEAL,,TRUE,,,,,,,,,
ITEM_MAX_REVIVE,Route 121,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_121_MAX_REVIVE,,TRUE,,,,,,,,,
TRAINER_Cale,Route 121,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Tammy,Route 121,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Jessica_1,Route 121,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Kate_And_Joy,Route 121,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Pat,Route 121,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Myles,Route 121,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Walter_1,Route 121,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Vanessa,Route 121,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Marcel,Route 121,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Cristin_1,Route 121,Trainer,Trainer,,,FALSE,,,,,,,,,
ITEM_MAX_REVIVE,Safari Zone,Normal Item,Item Ball,FLAG_ITEM_SAFARI_ZONE_SOUTH_WEST_MAX_REVIVE,,FALSE,ITEM_HM03,ITEM_ACRO_BIKE,,,,,,,
ITEM_TM_SOLAR_BEAM,Safari Zone,Normal Item,Item Ball,FLAG_ITEM_SAFARI_ZONE_NORTH_WEST_TM_SOLAR_BEAM,,FALSE,ITEM_HM03,ITEM_MACH_BIKE,,,,,,,
ITEM_CALCIUM,Safari Zone,Normal Item,Item Ball,FLAG_ITEM_SAFARI_ZONE_NORTH_CALCIUM,,FALSE,ITEM_ACRO_BIKE,,,,,,,,
ITEM_PP_UP,Safari Zone,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_SAFARI_ZONE_SOUTH_EAST_PP_UP,,TRUE,,,,,,,,,
ITEM_FULL_RESTORE,Safari Zone,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_SAFARI_ZONE_SOUTH_EAST_FULL_RESTORE,,TRUE,,,,,,,,,
ITEM_BIG_PEARL,Safari Zone,Normal Item,Item Ball,FLAG_ITEM_SAFARI_ZONE_SOUTH_EAST_BIG_PEARL,,FALSE,ITEM_HM03,,,,,,,,
ITEM_RARE_CANDY,Safari Zone,Normal Item,Item Ball,FLAG_HIDDEN_ITEM_SAFARI_ZONE_NORTH_EAST_RARE_CANDY,,TRUE,,,,,,,,,
ITEM_ZINC,Safari Zone,Normal Item,Item Ball,FLAG_HIDDEN_ITEM_SAFARI_ZONE_NORTH_EAST_ZINC,,TRUE,,,,,,,,,
ITEM_NUGGET,Safari Zone,Normal Item,Item Ball,FLAG_ITEM_SAFARI_ZONE_NORTH_EAST_NUGGET,,FALSE,,,,,,,,,
ITEM_PP_UP,Route 123,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_123_PP_UP,,TRUE,ITEM_HM01,,,,,,,,
ITEM_RARE_CANDY,Route 123,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_123_RARE_CANDY,,TRUE,ITEM_HM01,,,,,,,,
ITEM_TM19,Route 123,Normal Item,NPC,,,FALSE,,,,,,,,,
ITEM_HYPER_POTION,Route 123,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_123_HYPER_POTION,,TRUE,,,,,,,,,
ITEM_ELIXIR,Route 123,Normal Item,Item Ball,FLAG_ITEM_ROUTE_123_ELIXIR,,FALSE,,,,,,,,,
ITEM_SUPER_REPEL,Route 123,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_123_SUPER_REPEL,,TRUE,,,,,,,,,
ITEM_REVIVAL_HERB,Route 123,Normal Item,Item Ball,FLAG_ITEM_ROUTE_123_REVIVAL_HERB,,FALSE,,,,,,,,,
ITEM_PP_UP,Route 123,Normal Item,Item Ball,FLAG_ITEM_ROUTE_123_PP_UP,,FALSE,,,,,,,,,
ITEM_CALCIUM,Route 123,Normal Item,Item Ball,FLAG_ITEM_ROUTE_123_CALCIUM,,FALSE,,,,,,,,,
ITEM_ULTRA_BALL,Route 123,Normal Item,Item Ball,FLAG_ITEM_ROUTE_123_ULTRA_BALL,,FALSE,,,,,,,,,
ITEM_REVIVE,Route 123,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_123_REVIVE,,TRUE,,,,,,,,,
TRAINER_Davis,Route 123,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Jazmyn,Route 123,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Violet,Route 123,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Miu_And_Yuki,Route 123,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Kindra,Route 123,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Ed,Route 123,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Wendy,Route 123,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Braxton,Route 123,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Fernando_1,Route 123,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Alberto,Route 123,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Jacki_1,Route 123,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Fredrick,Route 123,Trainer,Trainer,,,FALSE,,,,,,,,,
ITEM_BLUE_SHARD,Route 124,Normal Item,Item Ball,FLAG_ITEM_ROUTE_124_BLUE_SHARD,,FALSE,ITEM_HM08,,,,,,,,
ITEM_YELLOW_SHARD,Route 124,Normal Item,Item Ball,FLAG_ITEM_ROUTE_124_YELLOW_SHARD,,FALSE,ITEM_HM08,,,,,,,,
ITEM_RED_SHARD,Route 124,Normal Item,Item Ball,FLAG_ITEM_ROUTE_124_RED_SHARD,,FALSE,ITEM_HM08,,,,,,,,
ITEM_CARBOS,Route 124,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_UNDERWATER_124_CARBOS,,TRUE,ITEM_HM08,,,,,,,,
ITEM_CALCIUM,Route 124,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_UNDERWATER_124_CALCIUM,,TRUE,ITEM_HM08,,,,,,,,
ITEM_HEART_SCALE,Route 124,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_UNDERWATER_124_HEART_SCALE_1,,TRUE,ITEM_HM08,,,,,,,,
ITEM_HEART_SCALE,Route 124,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_UNDERWATER_124_HEART_SCALE_2,,TRUE,ITEM_HM08,,,,,,,,
ITEM_PEARL,Route 124,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_UNDERWATER_124_PEARL,,TRUE,ITEM_HM08,,,,,,,,
ITEM_BIG_PEARL,Route 124,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_UNDERWATER_124_BIG_PEARL,,TRUE,ITEM_HM08,,,,,,,,
ITEM_GREEN_SHARD,Route 124,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_UNDERWATER_124_GREEN_SHARD,,TRUE,ITEM_HM08,,,,,,,,
TRAINER_Grace,Route 124,Trainer,Trainer,,,FALSE,ITEM_HM08,,,,,,,,
TRAINER_Declan,Route 124,Trainer,Trainer,,,FALSE,ITEM_HM08,,,,,,,,
TRAINER_Lila_And_Roy_1,Route 124,Trainer,Trainer,,,FALSE,ITEM_HM08,,,,,,,,
TRAINER_Spencer,Route 124,Trainer,Trainer,,,FALSE,ITEM_HM08,,,,,,,,
TRAINER_Jenny_1,Route 124,Trainer,Trainer,,,FALSE,ITEM_HM08,,,,,,,,
TRAINER_Chad,Route 124,Trainer,Trainer,,,FALSE,ITEM_HM08,,,,,,,,
TRAINER_Isabella,Route 124,Trainer,Trainer,,,FALSE,ITEM_HM08,,,,,,,,
TRAINER_Roland,Route 124,Trainer,Trainer,,,FALSE,ITEM_HM08,,,,,,,,
ITEM_BIG_PEARL,Route 125,Normal Item,Item Ball,FLAG_ITEM_ROUTE_125_BIG_PEARL,,FALSE,ITEM_HM03,,,,,,,,
TRAINER_Ernest_1,Route 125,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Nolen,Route 125,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Sharon,Route 125,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Tanya,Route 125,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Presley,Route 125,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Auron,Route 125,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Stan,Route 125,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Kim_And_Iris,Route 125,Trainer,Trainer,,,FALSE,,,,,,,,,
ITEM_GREEN_SHARD,Route 126,Normal Item,Item Ball,FLAG_ITEM_ROUTE_126_GREEN_SHARD,,FALSE,ITEM_HM03,ITEM_HM08,,,,,,,
ITEM_ULTRA_BALL,Route 126,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_UNDERWATER_126_ULTRA_BALL,,TRUE,ITEM_HM03,ITEM_HM08,,,,,,,
ITEM_HEART_SCALE,Route 126,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_UNDERWATER_126_HEART_SCALE,,TRUE,ITEM_HM03,ITEM_HM08,,,,,,,
ITEM_STARDUST,Route 126,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_UNDERWATER_126_STARDUST,,TRUE,ITEM_HM03,ITEM_HM08,,,,,,,
ITEM_YELLOW_SHARD,Route 126,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_UNDERWATER_126_YELLOW_SHARD,,TRUE,ITEM_HM03,ITEM_HM08,,,,,,,
ITEM_PEARL,Route 126,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_UNDERWATER_126_PEARL,,TRUE,ITEM_HM03,ITEM_HM08,,,,,,,
ITEM_IRON,Route 126,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_UNDERWATER_126_IRON,,TRUE,ITEM_HM03,ITEM_HM08,,,,,,,
ITEM_BIG_PEARL,Route 126,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_UNDERWATER_126_BIG_PEARL,,TRUE,ITEM_HM03,ITEM_HM08,,,,,,,
ITEM_BLUE_SHARD,Route 126,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_UNDERWATER_126_BLUE_SHARD,,TRUE,ITEM_HM03,ITEM_HM08,,,,,,,
TRAINER_Leonardo,Route 126,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Isobel,Route 126,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Dean,Route 126,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Nikki,Route 126,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Barry,Route 126,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Sienna,Route 126,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Pablo_1,Route 126,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Brenda,Route 126,Trainer,Trainer,,,FALSE,ITEM_HM03,ITEM_HM08,,,,,,,
ITEM_ZINC,Route 127,Normal Item,Item Ball,FLAG_ITEM_ROUTE_127_ZINC,,FALSE,,,,,,,,,
ITEM_RARE_CANDY,Route 127,Normal Item,Item Ball,FLAG_ITEM_ROUTE_127_RARE_CANDY,,FALSE,,,,,,,,,
ITEM_CARBOS,Route 127,Normal Item,Item Ball,FLAG_ITEM_ROUTE_127_CARBOS,,FALSE,,,,,,,,,
ITEM_STAR_PIECE,Route 127,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_UNDERWATER_127_STAR_PIECE,,TRUE,ITEM_HM08,,,,,,,,
ITEM_HEART_SCALE,Route 127,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_UNDERWATER_127_HEART_SCALE,,TRUE,ITEM_HM08,,,,,,,,
ITEM_HP_UP,Route 127,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_UNDERWATER_127_HP_UP,,TRUE,ITEM_HM08,,,,,,,,
ITEM_HEART_SCALE,Route 128,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_128_HEART_SCALE_1,,TRUE,,,,,,,,,
ITEM_HEART_SCALE,Route 128,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_128_HEART_SCALE_2,,TRUE,,,,,,,,,
ITEM_HEART_SCALE,Route 128,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_ROUTE_128_HEART_SCALE_3,,TRUE,,,,,,,,,
ITEM_RED_SHARD,Route 128,Normal Item,Hidden Item,FLAG_HIDDEN_ITEM_UNDERWATER_127_RED_SHARD,,TRUE,,,,,,,,,
TRAINER_Ruben,Route 128,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Alexa,Route 128,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Wayne,Route 128,Trainer,Trainer,,,FALSE,,,,,,,,,
TRAINER_Isaiah_1,Route 128,Trainer,Trainer,,,FALSE,,,,,,,,,
